lint	rust_path	line	message	classification	eden_symbol_occurrences	eden_counterparts	note
dead_code	src/common/src/logging/backend.rs	34	associated items `new` and `set_enabled` are never used	CONFIRMED_DEAD_OBSOLETE	new:0,set_enabled:0	common/logging.cpp;common/logging.h	Methods belong to the abandoned Rust ColorConsoleBackend; Eden mutates its active backend's enabled flag directly.
dead_code	src/common/src/logging/backend.rs	123	struct `LoggerImpl` is never constructed	CONFIRMED_DEAD_OBSOLETE	LoggerImpl:0	common/logging.cpp;common/logging.h	Superseded locally by LoggerState; Eden has one active Impl rather than two competing state containers.
dead_code	src/common/src/logging/backend.rs	160	field `color_console_enabled` is never read	CONFIRMED_DEAD_OBSOLETE	color_console_enabled:0	common/logging.cpp;common/logging.h	Redundant with the active COLOR_FLAG Arc; writes are routed to COLOR_FLAG and never to this field.
dead_code	src/common/src/x64/cpu_wait.rs	47	field `0` is never read	LAYOUT_ANCHOR	0:0		Tuple payload exists to provide aligned storage whose address is passed to MONITORX.
unused_mut	externals/rxbyak/src/platform/unix.rs	9	variable does not need to be mutable	RUST_HYGIENE			No behavioral Eden counterpart; mechanical Rust cleanup.
dead_code	externals/rxbyak/src/encode.rs	41	method `emit_evex_leg` is never used	BACKEND_PORT_DEBT_OR_FALLBACK	emit_evex_leg:0		Backend/fallback code is not reached by the current host-feature dispatch; compare with embedded Dynarmic rather than Eden core.
unused_imports	src/rdynarmic/src/backend/x64/block_of_code.rs	3	unused import: `rxbyak::xmmword_ptr`	RUST_HYGIENE	rxbyak::xmmword_ptr:0	dynarmic/src/dynarmic/backend/x64/block_of_code.cpp;dynarmic/src/dynarmic/backend/x64/block_of_code.h	No behavioral Eden counterpart; mechanical Rust cleanup.
unused_imports	src/rdynarmic/src/backend/x64/emit_memory.rs	1	unused imports: `RSP`, `RegExp`, `qword_ptr`, and `xmmword_ptr`	RUST_HYGIENE	RSP:0,RegExp:0,qword_ptr:0,xmmword_ptr:0		No behavioral Eden counterpart; mechanical Rust cleanup.
unused_imports	src/rdynarmic/src/frontend/a32/translate/data_processing.rs	2	unused import: `arm_expand_imm`	RUST_HYGIENE	arm_expand_imm:0		No behavioral Eden counterpart; mechanical Rust cleanup.
unused_imports	src/rdynarmic/src/frontend/a32/translate/mod.rs	31	unused import: `Thumb32InstId`	RUST_HYGIENE	Thumb32InstId:0		No behavioral Eden counterpart; mechanical Rust cleanup.
unused_imports	src/rdynarmic/src/jit.rs	15	unused import: `OptimizationFlag`	RUST_HYGIENE	OptimizationFlag:0		No behavioral Eden counterpart; mechanical Rust cleanup.
unused_variables	src/rdynarmic/src/backend/x64/a32_emit_a32.rs	2439	unused variable: `ctx`	BACKEND_PORT_DEBT_OR_FALLBACK	ctx:0		Backend/fallback code is not reached by the current host-feature dispatch; compare with embedded Dynarmic rather than Eden core.
unused_variables	src/rdynarmic/src/backend/x64/a64_emit_x64_memory.rs	252	unused variable: `local`	BACKEND_PORT_DEBT_OR_FALLBACK	local:0	dynarmic/src/dynarmic/backend/x64/a64_emit_x64_memory.cpp	Backend/fallback code is not reached by the current host-feature dispatch; compare with embedded Dynarmic rather than Eden core.
unused_variables	src/rdynarmic/src/backend/x64/a64_emit_x64_memory.rs	1036	unused variable: `value_reg`	BACKEND_PORT_DEBT_OR_FALLBACK	value_reg:0	dynarmic/src/dynarmic/backend/x64/a64_emit_x64_memory.cpp	Backend/fallback code is not reached by the current host-feature dispatch; compare with embedded Dynarmic rather than Eden core.
unused_variables	src/rdynarmic/src/frontend/a32/decoder.rs	787	unused variable: `op2`	BACKEND_PORT_DEBT_OR_FALLBACK	op2:0		Backend/fallback code is not reached by the current host-feature dispatch; compare with embedded Dynarmic rather than Eden core.
unused_variables	src/rdynarmic/src/frontend/a32/decoder.rs	859	unused variable: `instr`	BACKEND_PORT_DEBT_OR_FALLBACK	instr:0		Backend/fallback code is not reached by the current host-feature dispatch; compare with embedded Dynarmic rather than Eden core.
unused_variables	src/rdynarmic/src/frontend/a32/decoder.rs	906	unused variable: `op`	BACKEND_PORT_DEBT_OR_FALLBACK	op:0		Backend/fallback code is not reached by the current host-feature dispatch; compare with embedded Dynarmic rather than Eden core.
unused_variables	src/rdynarmic/src/frontend/a32/decoder_thumb32.rs	434	unused variable: `op`	BACKEND_PORT_DEBT_OR_FALLBACK	op:0		Backend/fallback code is not reached by the current host-feature dispatch; compare with embedded Dynarmic rather than Eden core.
unused_variables	src/rdynarmic/src/frontend/a32/translate/saturated.rs	9	unused variable: `sat_imm`	BACKEND_PORT_DEBT_OR_FALLBACK	sat_imm:0		Backend/fallback code is not reached by the current host-feature dispatch; compare with embedded Dynarmic rather than Eden core.
unused_variables	src/rdynarmic/src/frontend/a32/translate/saturated.rs	39	unused variable: `sat_imm`	BACKEND_PORT_DEBT_OR_FALLBACK	sat_imm:0		Backend/fallback code is not reached by the current host-feature dispatch; compare with embedded Dynarmic rather than Eden core.
unused_assignments	src/rdynarmic/src/frontend/a32/translate/thumb16.rs	930	value assigned to `addr` is never read	BACKEND_PORT_DEBT_OR_FALLBACK	addr:0		Backend/fallback code is not reached by the current host-feature dispatch; compare with embedded Dynarmic rather than Eden core.
unused_variables	src/rdynarmic/src/frontend/a32/translate/thumb32.rs	468	unused variable: `rn`	BACKEND_PORT_DEBT_OR_FALLBACK	rn:0		Backend/fallback code is not reached by the current host-feature dispatch; compare with embedded Dynarmic rather than Eden core.
unused_assignments	src/rdynarmic/src/frontend/a64/translate/mod.rs	75	value assigned to `should_continue` is never read	BACKEND_PORT_DEBT_OR_FALLBACK	should_continue:0		Backend/fallback code is not reached by the current host-feature dispatch; compare with embedded Dynarmic rather than Eden core.
unused_assignments	src/rdynarmic/src/ir/opt/a32_get_set_elimination.rs	122	value assigned to `c_flag` is never read	BACKEND_PORT_DEBT_OR_FALLBACK	c_flag:0		Backend/fallback code is not reached by the current host-feature dispatch; compare with embedded Dynarmic rather than Eden core.
dead_code	src/rdynarmic/src/backend/x64/block_of_code.rs	138	function `xmm_save_base` is never used	BACKEND_PORT_DEBT_OR_FALLBACK	xmm_save_base:0	dynarmic/src/dynarmic/backend/x64/block_of_code.cpp;dynarmic/src/dynarmic/backend/x64/block_of_code.h	Backend/fallback code is not reached by the current host-feature dispatch; compare with embedded Dynarmic rather than Eden core.
dead_code	src/rdynarmic/src/backend/x64/emit_vector_arrangement.rs	170	function `fallback_broadcast8` is never used	BACKEND_PORT_DEBT_OR_FALLBACK	fallback_broadcast8:0		Backend/fallback code is not reached by the current host-feature dispatch; compare with embedded Dynarmic rather than Eden core.
dead_code	src/rdynarmic/src/backend/x64/emit_vector_arrangement.rs	171	function `fallback_broadcast16` is never used	BACKEND_PORT_DEBT_OR_FALLBACK	fallback_broadcast16:0		Backend/fallback code is not reached by the current host-feature dispatch; compare with embedded Dynarmic rather than Eden core.
dead_code	src/rdynarmic/src/backend/x64/emit_vector_arrangement.rs	172	function `fallback_broadcast32` is never used	BACKEND_PORT_DEBT_OR_FALLBACK	fallback_broadcast32:0		Backend/fallback code is not reached by the current host-feature dispatch; compare with embedded Dynarmic rather than Eden core.
dead_code	src/rdynarmic/src/backend/x64/emit_vector_arrangement.rs	173	function `fallback_broadcast64` is never used	BACKEND_PORT_DEBT_OR_FALLBACK	fallback_broadcast64:0		Backend/fallback code is not reached by the current host-feature dispatch; compare with embedded Dynarmic rather than Eden core.
dead_code	src/rdynarmic/src/backend/x64/emit_vector_arrangement.rs	293	function `fallback_broadcast_lower8` is never used	BACKEND_PORT_DEBT_OR_FALLBACK	fallback_broadcast_lower8:0		Backend/fallback code is not reached by the current host-feature dispatch; compare with embedded Dynarmic rather than Eden core.
dead_code	src/rdynarmic/src/backend/x64/emit_vector_arrangement.rs	294	function `fallback_broadcast_lower16` is never used	BACKEND_PORT_DEBT_OR_FALLBACK	fallback_broadcast_lower16:0		Backend/fallback code is not reached by the current host-feature dispatch; compare with embedded Dynarmic rather than Eden core.
dead_code	src/rdynarmic/src/backend/x64/emit_vector_arrangement.rs	295	function `fallback_broadcast_lower32` is never used	BACKEND_PORT_DEBT_OR_FALLBACK	fallback_broadcast_lower32:0		Backend/fallback code is not reached by the current host-feature dispatch; compare with embedded Dynarmic rather than Eden core.
dead_code	src/rdynarmic/src/backend/x64/emit_vector_arrangement.rs	504	function `fallback_deinterleave_even8` is never used	BACKEND_PORT_DEBT_OR_FALLBACK	fallback_deinterleave_even8:0		Backend/fallback code is not reached by the current host-feature dispatch; compare with embedded Dynarmic rather than Eden core.
dead_code	src/rdynarmic/src/backend/x64/emit_vector_arrangement.rs	505	function `fallback_deinterleave_even16` is never used	BACKEND_PORT_DEBT_OR_FALLBACK	fallback_deinterleave_even16:0		Backend/fallback code is not reached by the current host-feature dispatch; compare with embedded Dynarmic rather than Eden core.
dead_code	src/rdynarmic/src/backend/x64/emit_vector_arrangement.rs	506	function `fallback_deinterleave_even32` is never used	BACKEND_PORT_DEBT_OR_FALLBACK	fallback_deinterleave_even32:0		Backend/fallback code is not reached by the current host-feature dispatch; compare with embedded Dynarmic rather than Eden core.
dead_code	src/rdynarmic/src/backend/x64/emit_vector_arrangement.rs	507	function `fallback_deinterleave_even64` is never used	BACKEND_PORT_DEBT_OR_FALLBACK	fallback_deinterleave_even64:0		Backend/fallback code is not reached by the current host-feature dispatch; compare with embedded Dynarmic rather than Eden core.
dead_code	src/rdynarmic/src/backend/x64/emit_vector_arrangement.rs	508	function `fallback_deinterleave_odd8` is never used	BACKEND_PORT_DEBT_OR_FALLBACK	fallback_deinterleave_odd8:0		Backend/fallback code is not reached by the current host-feature dispatch; compare with embedded Dynarmic rather than Eden core.
dead_code	src/rdynarmic/src/backend/x64/emit_vector_arrangement.rs	509	function `fallback_deinterleave_odd16` is never used	BACKEND_PORT_DEBT_OR_FALLBACK	fallback_deinterleave_odd16:0		Backend/fallback code is not reached by the current host-feature dispatch; compare with embedded Dynarmic rather than Eden core.
dead_code	src/rdynarmic/src/backend/x64/emit_vector_arrangement.rs	510	function `fallback_deinterleave_odd32` is never used	BACKEND_PORT_DEBT_OR_FALLBACK	fallback_deinterleave_odd32:0		Backend/fallback code is not reached by the current host-feature dispatch; compare with embedded Dynarmic rather than Eden core.
dead_code	src/rdynarmic/src/backend/x64/emit_vector_arrangement.rs	511	function `fallback_deinterleave_odd64` is never used	BACKEND_PORT_DEBT_OR_FALLBACK	fallback_deinterleave_odd64:0		Backend/fallback code is not reached by the current host-feature dispatch; compare with embedded Dynarmic rather than Eden core.
dead_code	src/rdynarmic/src/backend/x64/emit_vector_arrangement.rs	905	function `fallback_narrow16` is never used	BACKEND_PORT_DEBT_OR_FALLBACK	fallback_narrow16:0		Backend/fallback code is not reached by the current host-feature dispatch; compare with embedded Dynarmic rather than Eden core.
dead_code	src/rdynarmic/src/backend/x64/emit_vector_arrangement.rs	918	function `fallback_narrow32` is never used	BACKEND_PORT_DEBT_OR_FALLBACK	fallback_narrow32:0		Backend/fallback code is not reached by the current host-feature dispatch; compare with embedded Dynarmic rather than Eden core.
dead_code	src/rdynarmic/src/backend/x64/emit_vector_arrangement.rs	929	function `fallback_narrow64` is never used	BACKEND_PORT_DEBT_OR_FALLBACK	fallback_narrow64:0		Backend/fallback code is not reached by the current host-feature dispatch; compare with embedded Dynarmic rather than Eden core.
dead_code	src/rdynarmic/src/backend/x64/emit_vector_arrangement.rs	1039	function `fallback_sign_extend64` is never used	BACKEND_PORT_DEBT_OR_FALLBACK	fallback_sign_extend64:0		Backend/fallback code is not reached by the current host-feature dispatch; compare with embedded Dynarmic rather than Eden core.
dead_code	src/rdynarmic/src/backend/x64/emit_vector_arrangement.rs	1087	function `fallback_zero_extend64` is never used	BACKEND_PORT_DEBT_OR_FALLBACK	fallback_zero_extend64:0		Backend/fallback code is not reached by the current host-feature dispatch; compare with embedded Dynarmic rather than Eden core.
dead_code	src/rdynarmic/src/backend/x64/emit_vector_basic.rs	158	function `fallback_vector_clz8` is never used	BACKEND_PORT_DEBT_OR_FALLBACK	fallback_vector_clz8:0		Backend/fallback code is not reached by the current host-feature dispatch; compare with embedded Dynarmic rather than Eden core.
dead_code	src/rdynarmic/src/backend/x64/emit_vector_basic.rs	280	function `fallback_vector_popcount` is never used	BACKEND_PORT_DEBT_OR_FALLBACK	fallback_vector_popcount:0		Backend/fallback code is not reached by the current host-feature dispatch; compare with embedded Dynarmic rather than Eden core.
dead_code	src/rdynarmic/src/backend/x64/emit_vector_basic.rs	348	function `fallback_vector_reverse_bits` is never used	BACKEND_PORT_DEBT_OR_FALLBACK	fallback_vector_reverse_bits:0		Backend/fallback code is not reached by the current host-feature dispatch; compare with embedded Dynarmic rather than Eden core.
dead_code	src/rdynarmic/src/backend/x64/emit_vector_misc.rs	188	function `fallback_rhadd_u8` is never used	BACKEND_PORT_DEBT_OR_FALLBACK	fallback_rhadd_u8:0		Backend/fallback code is not reached by the current host-feature dispatch; compare with embedded Dynarmic rather than Eden core.
dead_code	src/rdynarmic/src/backend/x64/emit_vector_misc.rs	189	function `fallback_rhadd_u16` is never used	BACKEND_PORT_DEBT_OR_FALLBACK	fallback_rhadd_u16:0		Backend/fallback code is not reached by the current host-feature dispatch; compare with embedded Dynarmic rather than Eden core.
dead_code	src/rdynarmic/src/backend/x64/emit_vector_multiply.rs	187	function `fallback_mul_signed_widen16` is never used	BACKEND_PORT_DEBT_OR_FALLBACK	fallback_mul_signed_widen16:0		Backend/fallback code is not reached by the current host-feature dispatch; compare with embedded Dynarmic rather than Eden core.
dead_code	src/rdynarmic/src/backend/x64/emit_vector_multiply.rs	203	function `fallback_mul_signed_widen32` is never used	BACKEND_PORT_DEBT_OR_FALLBACK	fallback_mul_signed_widen32:0		Backend/fallback code is not reached by the current host-feature dispatch; compare with embedded Dynarmic rather than Eden core.
dead_code	src/rdynarmic/src/backend/x64/emit_vector_multiply.rs	296	function `fallback_mul_unsigned_widen16` is never used	BACKEND_PORT_DEBT_OR_FALLBACK	fallback_mul_unsigned_widen16:0		Backend/fallback code is not reached by the current host-feature dispatch; compare with embedded Dynarmic rather than Eden core.
dead_code	src/rdynarmic/src/backend/x64/emit_vector_multiply.rs	312	function `fallback_mul_unsigned_widen32` is never used	BACKEND_PORT_DEBT_OR_FALLBACK	fallback_mul_unsigned_widen32:0		Backend/fallback code is not reached by the current host-feature dispatch; compare with embedded Dynarmic rather than Eden core.
dead_code	src/rdynarmic/src/backend/x64/emit_vector_multiply.rs	597	function `fallback_paired_add16` is never used	BACKEND_PORT_DEBT_OR_FALLBACK	fallback_paired_add16:0		Backend/fallback code is not reached by the current host-feature dispatch; compare with embedded Dynarmic rather than Eden core.
dead_code	src/rdynarmic/src/backend/x64/emit_vector_multiply.rs	598	function `fallback_paired_add32` is never used	BACKEND_PORT_DEBT_OR_FALLBACK	fallback_paired_add32:0		Backend/fallback code is not reached by the current host-feature dispatch; compare with embedded Dynarmic rather than Eden core.
dead_code	src/rdynarmic/src/backend/x64/emit_vector_multiply.rs	738	function `fallback_paired_add_signed_widen16` is never used	BACKEND_PORT_DEBT_OR_FALLBACK	fallback_paired_add_signed_widen16:0		Backend/fallback code is not reached by the current host-feature dispatch; compare with embedded Dynarmic rather than Eden core.
dead_code	src/rdynarmic/src/backend/x64/emit_vector_multiply.rs	805	function `fallback_paired_add_unsigned_widen8` is never used	BACKEND_PORT_DEBT_OR_FALLBACK	fallback_paired_add_unsigned_widen8:0		Backend/fallback code is not reached by the current host-feature dispatch; compare with embedded Dynarmic rather than Eden core.
dead_code	src/rdynarmic/src/backend/x64/exception_handler.rs	98	field `installed` is never read	BACKEND_PORT_DEBT_OR_FALLBACK	installed:0	dynarmic/src/dynarmic/backend/x64/exception_handler_windows.cpp	Backend/fallback code is not reached by the current host-feature dispatch; compare with embedded Dynarmic rather than Eden core.
dead_code	src/rdynarmic/src/backend/x64/jit_state.rs	310	constant `FPSCR_NZCV_MASK` is never used	BACKEND_PORT_DEBT_OR_FALLBACK	FPSCR_NZCV_MASK:0		Backend/fallback code is not reached by the current host-feature dispatch; compare with embedded Dynarmic rather than Eden core.
dead_code	src/rdynarmic/src/frontend/a64/translate/simd_scalar_three_same.rs	344	variant `Eq` is never constructed	BACKEND_PORT_DEBT_OR_FALLBACK	Eq:0		Backend/fallback code is not reached by the current host-feature dispatch; compare with embedded Dynarmic rather than Eden core.
dead_code	src/rdynarmic/src/frontend/a64/translate/simd_scalar_two_register_misc.rs	30	variant `Eq` is never constructed	BACKEND_PORT_DEBT_OR_FALLBACK	Eq:0		Backend/fallback code is not reached by the current host-feature dispatch; compare with embedded Dynarmic rather than Eden core.
unused_imports	src/hid_core/src/hidbus/hidbus_base.rs	6	unused import: `common::ResultCode`	RUST_HYGIENE	common::ResultCode:0	hid_core/hidbus/hidbus_base.cpp;hid_core/hidbus/hidbus_base.h	No behavioral Eden counterpart; mechanical Rust cleanup.
unused_imports	src/hid_core/src/resources/abstracted_pad/abstract_mcu_handler.rs	9	unused import: `crate::resources::npad::npad_types::IAbstractedPad`	RUST_HYGIENE	crate::resources::npad::npad_types::IAbstractedPad:0	hid_core/resources/abstracted_pad/abstract_mcu_handler.cpp;hid_core/resources/abstracted_pad/abstract_mcu_handler.h	No behavioral Eden counterpart; mechanical Rust cleanup.
dead_code	src/hid_core/src/frontend/emulated_console.rs	60	field `motion_sensitivity` is never read	CONFIRMED_PARITY_DEBT	motion_sensitivity:3	hid_core/frontend/emulated_console.cpp;hid_core/frontend/emulated_console.h	Matching symbol is used by the corresponding Eden file but unconsumed in Ruzu.
dead_code	src/hid_core/src/frontend/emulated_devices.rs	45	methods `update_key` and `trigger_on_change` are never used	CONFIRMED_PARITY_DEBT	update_key:3,trigger_on_change:12	hid_core/frontend/emulated_devices.cpp;hid_core/frontend/emulated_devices.h	Matching symbol is used by the corresponding Eden file but unconsumed in Ruzu.
dead_code	src/hid_core/src/hidbus/ringcon.rs	71	variant `Cal` is never constructed	PORT_DEBT_OR_RENAMED	Cal:1	hid_core/hidbus/ringcon.cpp;hid_core/hidbus/ringcon.h	Counterpart exists, but direct normalized symbol matching did not prove a live Eden use; manual ownership review retained.
dead_code	src/hid_core/src/hidbus/ringcon.rs	110	struct `RingConData` is never constructed	CONFIRMED_PARITY_DEBT	RingConData:8	hid_core/hidbus/ringcon.cpp;hid_core/hidbus/ringcon.h	Matching symbol is used by the corresponding Eden file but unconsumed in Ruzu.
dead_code	src/hid_core/src/irsensor/clustering_processor.rs	13	constant `FORMAT` is never used	CONFIRMED_PARITY_DEBT	FORMAT:4	hid_core/irsensor/clustering_processor.cpp;hid_core/irsensor/clustering_processor.h	Matching symbol is used by the corresponding Eden file but unconsumed in Ruzu.
dead_code	src/hid_core/src/resources/abstracted_pad/abstract_button_handler.rs	12	fields `left` and `right` are never read	UPSTREAM_DORMANT_STATE	left:1,right:1	hid_core/resources/abstracted_pad/abstract_button_handler.cpp;hid_core/resources/abstracted_pad/abstract_button_handler.h	Matching state is only declared in the Eden counterpart too.
dead_code	src/hid_core/src/resources/abstracted_pad/abstract_button_handler.rs	27	fields `gc_sampling_number` and `gc_trigger_state` are never read	UPSTREAM_DORMANT_STATE	gc_sampling_number:1,gc_trigger_state:1	hid_core/resources/abstracted_pad/abstract_button_handler.cpp;hid_core/resources/abstracted_pad/abstract_button_handler.h	Matching state is only declared in the Eden counterpart too.
dead_code	src/hid_core/src/resources/abstracted_pad/abstract_button_handler.rs	45	multiple methods are never used	PORT_DEBT_OR_RENAMED		hid_core/resources/abstracted_pad/abstract_button_handler.cpp;hid_core/resources/abstracted_pad/abstract_button_handler.h	Counterpart exists, but direct normalized symbol matching did not prove a live Eden use; manual ownership review retained.
dead_code	src/hid_core/src/resources/abstracted_pad/abstract_led_handler.rs	12	field `led_interval` is never read	UPSTREAM_DORMANT_STATE	led_interval:1	hid_core/resources/abstracted_pad/abstract_led_handler.cpp;hid_core/resources/abstracted_pad/abstract_led_handler.h	Matching state is only declared in the Eden counterpart too.
dead_code	src/hid_core/src/resources/abstracted_pad/abstract_pad.rs	24	field `abstract_pad_holder` is never read	CONFIRMED_PARITY_DEBT	abstract_pad_holder:15	hid_core/resources/abstracted_pad/abstract_pad.cpp;hid_core/resources/abstracted_pad/abstract_pad.h;hid_core/resources/abstracted_pad/abstract_pad_holder.cpp;hid_core/resources/abstracted_pad/abstract_pad_holder.h	Matching symbol is used by the corresponding Eden file but unconsumed in Ruzu.
dead_code	src/hid_core/src/resources/abstracted_pad/abstract_pad_holder.rs	12	field `interface_type` is never read	CONFIRMED_PARITY_DEBT	interface_type:3	hid_core/resources/abstracted_pad/abstract_pad_holder.cpp;hid_core/resources/abstracted_pad/abstract_pad_holder.h	Matching symbol is used by the corresponding Eden file but unconsumed in Ruzu.
dead_code	src/hid_core/src/resources/abstracted_pad/abstract_properties_handler.rs	14	multiple fields are never read	PORT_DEBT_OR_RENAMED		hid_core/resources/abstracted_pad/abstract_properties_handler.cpp;hid_core/resources/abstracted_pad/abstract_properties_handler.h	Counterpart exists, but direct normalized symbol matching did not prove a live Eden use; manual ownership review retained.
dead_code	src/hid_core/src/resources/abstracted_pad/abstract_sixaxis_handler.rs	21	methods `update_sixaxis_fullkey_lifo`, `update_six_axis_palma_lifo`, `update_sixaxis_handheld_lifo`, `update_sixaxis_dual_lifo`, `update_sixaxis_left_lifo`, and `update_sixaxis_right_lifo` are never used	CONFIRMED_PARITY_DEBT	update_sixaxis_fullkey_lifo:3,update_six_axis_palma_lifo:3,update_sixaxis_handheld_lifo:3,update_sixaxis_dual_lifo:4,update_sixaxis_left_lifo:3,update_sixaxis_right_lifo:3	hid_core/resources/abstracted_pad/abstract_sixaxis_handler.cpp;hid_core/resources/abstracted_pad/abstract_sixaxis_handler.h	Matching symbol is used by the corresponding Eden file but unconsumed in Ruzu.
dead_code	src/hid_core/src/resources/hid_firmware_settings.rs	51	field `is_firmware_update_failure_emulated` is never read	CONFIRMED_PARITY_DEBT	is_firmware_update_failure_emulated:2	hid_core/resources/hid_firmware_settings.cpp;hid_core/resources/hid_firmware_settings.h	Matching symbol is used by the corresponding Eden file but unconsumed in Ruzu.
